osm_id,osm_type,name,amenity,operator,operator_type,addr_street,phone,website,latitude,longitude
2580615010,node,Centro Social Santa Luzia,school,Rede Salesiana Brasil,,Rua da Padroeira,+55 11 2045-5000,http://www.cssantaluzia.org.br,-23.5342776,-46.483122
2581721349,node,EMEF Amadeu Amaral,school,,,,,,-23.5195133,-46.494018
2582236428,node,Colégio Inovação - Unidade I,school,,,,,,-23.5183742,-46.4886438
2583576428,node,Escola Municipal de Educação Fundamental Luís,school,,,Rua Conceição da Brejaúba,+55 11 2687 1833,,-23.5192425,-46.5098012
2583581290,node,E.E. Deputado Silva Prado,school,,,Rua Eng. Luís Antônio Rantin Moutinho,,,-23.5154789,-46.5035269
2589883097,node,EMEF Erico Verissimo,school,,,,,,-23.4784213,-46.7064507
2656524469,node,Cei Castelinho Encantado IV,school,,,Rua Gonçalo Ribeiro Corco,,,-23.5463148,-46.3890157
2671502220,node,Escola BRTech,school,,,Rua São Joaquim,+55 11 4056 1299,,-23.6855615,-46.6271608
2725822896,node,Instituto de Cegos Padre Chico,school,,,Rua Moreira de Godói,+55 11 2274-4611,https://www.padrechico.org.br/conteudo.php?mnu=2&sb_mnu=7,-23.5917265,-46.6083252
2725862496,node,Colégio São Camilo Cardeal Mota,school,São Camilo,,Rua Paulo Bregaro,+55 11 2588-4500,,-23.5836544,-46.6120686
2778472358,node,Escola Estadual Ludovina Credidio Peixoto,school,Secretaria da Educação do Estado de São Paulo,government,Rua Jesuíno Arruda,+55 11 3168 3582,,-23.5818499,-46.6726356
2795084385,node,Escola Municipal Iliano Di Cavalcanti,school,,,Rua Almirante Alexandrino,,,-23.5701017,-46.5681603
2812233693,node,Carandá,school,,,,,,-23.5949383,-46.6498814
2860552969,node,Colégio Estação Fundamental,school,,,,,,-23.5792306,-46.6437706
2869109095,node,Centro Britânico,school,,,Rua Harmonia,,,-23.5496971,-46.6920138
2896368518,node,Kumon,school,,,Rua Oragnof,+55 11 4341 8357,https://www.kumon.com.br/sp/sao-bernardo-do-campo-planalto/,-23.6959526,-46.5679453
2915165616,node,Colégio Fênix - Unidade 1,school,,,,,,-23.6206164,-46.5615449
3028959560,node,Instituto Embelleze,school,,,Avenida Antonio Piranga,+55 11 4092 3577,https://institutoembelleze.com/franquia/diadema/cursos,-23.6865045,-46.6192545
3044501917,node,Colégio São Paulo 2000,school,,,Avenida Francisco Vieira Bueno,,,-23.5901349,-46.5304493
3189450561,node,Escola Prontidão,school,,,Rua das Pitangueiras,,,-23.6480956,-46.5374884
3190275601,node,Colégio Estímulo,school,,,Rua do Centenário,,,-23.6619738,-46.5379737
3228473922,node,E.E. Antônio Manoel Alves de Lima,school,,,,,,-23.6600582,-46.7374443
3307961244,node,EE Governador Miguel Arraes,school,,,Rua Herbert Spencer,,,-23.6160699,-46.7236821
3307961253,node,EE Professor Homero dos Santos Fortes,school,,,Rua Herbert Spencer,,,-23.6161631,-46.7230845
3307961255,node,EMEF Dom Veremundo Toth,school,,,,,,-23.6223464,-46.7286851
3307961256,node,EMEF Perimetral,school,,,,,,-23.6214897,-46.7294465
3307966564,node,Colégio Objetivo Morumbi,school,,,Rua Duquesa de Goiás,+55 11 3758-0073,https://objetivo.br/,-23.6097704,-46.7042873
3317287204,node,E.E. Vila São Luís,school,,,,,,-23.660572,-46.7375525
3372186371,node,Escola de Yoga,school,,,,,,-23.5328828,-46.680869
3471525217,node,Escola Municipal Edgard Cavalheiro,school,,,Rua Pôrto da Glória,,,-23.5079059,-46.5416473
3522273913,node,Fundação Paulista de assistência à criança Casa dom Gastão,school,,,Rua Prates,,,-23.5315885,-46.6366449
3577367240,node,Conservatorio Musical São Paulo,school,,,Avenida Cruzeiro do Sul,,,-23.4994053,-46.6249188
3643215873,node,Colegio Objetivo,school,,,Avenida Doutor Assis Ribeiro,,,-23.4833687,-46.4911356
3673899792,node,Escola de Idiomas,school,,,Rua do Acre,,,-23.5595532,-46.5828079
3705338508,node,D Ambrosio Instituto Educacional,school,,,Avenida Doutor Bernardino Brito Fonseca de Carvalho,,,-23.5460303,-46.5048492
3755216504,node,Escola Mundial de Línguas,school,,,,,,-23.5796678,-46.6450433
3758362089,node,EMEF 28 de Julho,school,,,,,,-23.6223742,-46.5538764
3841339671,node,Escola Municipal de Educação Infantil Fernado Piva,school,,,Rua Cavalheiro Ernesto Giuliano,+55 11 4232 6136,,-23.6350801,-46.5617206
3856633457,node,C.E.I. Jd. Copacabana,school,,,,,,-23.6893023,-46.7697249
3955150864,node,Centro Educacional Unificado Sapopemba,school,,,Rua Manoel Querinos de Matos,,,-23.6114363,-46.4971143
4012668495,node,Vicente rao,school,Governo,,Rua Nestor Sampaio Penteado,,,-23.6760391,-46.6509755
4028953529,node,Colégio Escrevivendo,school,,,Avenida Líder,,,-23.5568066,-46.4744372
4103131279,node,Escola Municipal de Ensino Fudamental Brasil Japão,school,Secretaria Muncipal de Educação,government,Rua Doutor Paulo Carvalho Ferreira,,,-23.573586,-46.761548
4134768092,node,Alumni - Cursos de inglês,school,,,Rua Padre João Manuel,,,-23.5613957,-46.6612792
4135975772,node,Escola particular,school,,,,,,-23.694646,-46.7914114
4207252844,node,E.M.E.F. M'Boi Mirim II,school,,,Rua Nova do Tuparoquera,,,-23.6654047,-46.7459761
4260401090,node,Corinthians Planeta Bola,school,,,,,,-23.5970596,-46.7465838
4288313827,node,EMEF José Bento de Assis,school,,,,,,-23.4876893,-46.4215954
4332646214,node,EE Maria de Loudes Vieira,school,,,,,,-23.4899493,-46.4324942
4332671892,node,Colégio Cavlac,school,,,,,,-23.4874865,-46.433338
4365625691,node,Escola Municipal de Educação Infantil Abelardo Galdino Pinto,school,,,Rua Coronel Camisão,+55 11 4232 2146,,-23.6308832,-46.5646988
4366717276,node,EMEI Rosa Perrella,school,Prefeitura Municipal,,Rua Lourdes,+55 11 4238 1897,,-23.6378458,-46.5679443
4399780916,node,EMIA - Escola Municipal de Iniciação Artística,school,,,"R. Volkswagen, s/n - Parque Lina e Paulo Raia",(11) 5017-7552,,-23.6359062,-46.6424179
4410815690,node,Colégio Nova Geração,school,,,Avenida Itaboraí,,https://www.supernovageracao.com.br/,-23.6095903,-46.6214959
4442483033,node,Colégio Nova Geração,school,,,,,,-23.5662244,-46.6328639
4453259952,node,Wizard Ingles,school,,,Rua Maria Cândida,,,-23.5077339,-46.598811
4526887650,node,Escola Municipal de Ecologia Presidente Jânio da Silva Quadros,school,,,Rua da Paz,,,-23.641485,-46.5740015
4554124973,node,Escola Waldorf Rudolf Steiner,school,,,Rua Job Lane,,https://ewrs.com.br/,-23.6381173,-46.6840759
4614553640,node,Auto Escola,school,,,Rua Doutor Carlos Botelho,,,-23.5380382,-46.6080526
4654080189,node,Escola Pedro Teixeira,school,,,Rua Fruta de Caiapo,,,-23.5122263,-46.4563072
4673478802,node,Colégio Augusto Silva,school,,,Rua Itapipoca,,,-23.5270199,-46.4877285
4674557981,node,Projeto Nadar,school,,,Rua Guerino Giovani Leardini,,,-23.4869196,-46.7216048
4691176601,node,Colégio Elias Zarzur,school,,,,,,-23.6687591,-46.7297605
4736276128,node,Ciranda do Saber,school,,,Rua Paraíba,+55 11 2339-3882,,-23.533656,-46.6171726
4740025814,node,Colégio Esperanto,school,,,,,,-23.5313584,-46.5706677
4796903723,node,CEI Indir Monte Azul,school,,,Avenida Tomás de Sousa,,,-23.6458668,-46.7367882
4823737889,node,Centro Britânico,school,,,Rua Mourato Coelho,,,-23.5626008,-46.6881195
4823871574,node,Escola Santi,school,,,Rua Abílio Soares,,,-23.5748442,-46.6459845
4855837148,node,E.E Godofredo Furtado,school,,,Rua João Moura,,,-23.5593782,-46.6785903
4873039427,node,Escola de Futebol Infantil e Campo Adulto,school,,,,,,-23.6648169,-46.750412
4890170423,node,E.E Eduardo Prado,school,,,Rua Almirante Barroso,,,-23.5375883,-46.6127607
4947759384,node,Objetivo,school,,,Rua São Carlos do Pinhal,,,-23.5646891,-46.6505607
4956930535,node,Escola Estadual Rodrigues Alves,school,Governo do Estado de São Paulo,government,Avenida Paulista,,,-23.5699107,-46.6464892
4972271216,node,Escola Municipal de Ensino Infantil Jean Piaget,school,Secretaria Municipal de Ensino do Município de São Paulo,,Rua Saldanha da Gama,,,-23.530733,-46.7128731
4983144623,node,WA Danças,school,,,Rua Augusta,,,-23.5552368,-46.6570294
4995217333,node,PlayPen Bilingual Education,school,,,,,,-23.5860803,-46.6984507
5008342230,node,Let's Code,school,,,,,,-23.5788848,-46.6823547
5077660162,node,Escola Estadual Martins Pena,school,,,,,,-23.6676111,-46.6562754
5077660163,node,Colégio São Francisco de Assis,school,,,,,,-23.6724248,-46.656852
5077660164,node,Colégio Adventista de Cidade Ademar,school,,,,,,-23.6699965,-46.6520589
5077660165,node,EE Professor João Evangelista Costa,school,,,,,,-23.6647516,-46.6599902
5077660166,node,Emef Elza Maia Costa Freire PROFA,school,,,,,,-23.6732391,-46.6586411
5077676188,node,EMEF Professor Antônio de Sampaio Dória,school,,,Praça Tito Pacheco,+55 11 5621-5086,,-23.6819778,-46.6424667
5110058027,node,Escola Municipal de Educação Infantil Cornélio Pires,school,,,,,,-23.5704997,-46.56836
5136378223,node,Escola Municipal de Educação Infantil Olga Maria,school,,,Avenida Paula Ferreira,,,-23.4947903,-46.7139842
5160303324,node,E.M.E.F Antônio Alves da Silva Sargento,school,,,,,,-23.6836433,-46.789625
5237630822,node,Escola de Samba Gaviões da Fiel,school,,,,,,-23.5197715,-46.645042
5261436920,node,Escola Nossa Senhora das Graças,school,,,,,,-23.6481026,-46.633418
5310325638,node,EMEF Aureliano Leite,school,,,Rua José Francisco Brandão,,,-23.5931204,-46.3932697
5371381560,node,ETAPA - São Joaquim,school,,,,,,-23.561764,-46.6390076
5384177774,node,Escola Estadual Professor Palace Marques,school,,,,,,-23.5079182,-46.5108112
5414643876,node,E.M.E.F. Vereadora Anna Lanberga Zéglio,school,,,Rua Olimpia Montani,,,-23.5909601,-46.4012706
5414643895,node,Salgado,school,,,Avenida dos Têxteis,,,-23.5917262,-46.3958814
5448846524,node,Minds,school,,,,,,-23.5802241,-46.6508149
5454351424,node,Colégio Saab,school,,,,,,-23.5319334,-46.5783196
5506981171,node,Base (NGO),school,,,,,,-23.6578096,-46.7860788
5545123269,node,Santa Maria,school,,,Rua Santa Rita,,,-23.5319409,-46.611007
5545648811,node,Escola Santa Maria,school,,,Rua Santa Rita,,,-23.532339,-46.6111939
5545841443,node,Escola de Educação Infantil é Bom Somhar,school,,,Rua Julia Lopes de Almeida,+55 11 2978-2988,,-23.4889013,-46.6143037
5574879685,node,Joanna Abrahao Profa,school,,,,,,-23.6810012,-46.6490005
5575021943,node,Escola Estadual João Ernesto Faggin,school,,,,,,-23.6748369,-46.6322662
5575050421,node,Maria Augusta de Moraes Neves Profa,school,,,,,,-23.66788,-46.6425779
5575328013,node,EMEF CARLOS AUGUSTO DE QUEIROZ ROCHA,school,,,,,,-23.6817075,-46.6450671
5599504766,node,EMEI Vicente de Carvalho,school,,,Rua Victória Marconato Zonta,,,-23.6091204,-46.4930197
5613489124,node,Escola Arte e Manhã,school,,,Rua Oliveira Alves,,https://www.arteemanha.com/,-23.5856651,-46.6074072
5613584061,node,Portinari,school,,,,,,-23.6399491,-46.5262011
5613755096,node,Betel Brasileiro,school,,,,,,-23.6545679,-46.5303904
5696650582,node,Professor Edgard Pimentel Rezende,school,Governo de SP,,Rua Jerônimo Solto Maior,,,-23.4762237,-46.6934495
5712357633,node,Escola Estadual Professora Maria Ribeiro Guimarães Bueno,school,,,,,,-23.6204928,-46.6296605
5739288016,node,Objetivo,school,,,Rua Teodoro Sampaio,,,-23.5570971,-46.6768714
5771828516,node,Escola Municipal de Educação Fundamental Professor João Campestrini,school,Secretaria Municipal da Educação,government,Rua Reinaldo Ceschini,+55 11 3602 5611,,-23.4991721,-46.8083393
5774232421,node,Escola da Prefeitura de Guarulhos Zélia Gattai,school,,,Avenida João Bassi,+55 11 2414 1057,,-23.4170416,-46.4271308
5864116163,node,Escola Municipal de Educação Infantil Maurice Bou Assi,school,Secretaria Municipal da Educação,,Estrada do Bandeirante,+55 11 4675 3433,,-23.5375179,-46.3841078
5911838617,node,E.E Fernão Dias Paes,school,,,Avenida Pedroso de Morais,,,-23.5661013,-46.6896431
5941499318,node,EMPG VLADIMIR HERZOG,school,,,Rua Francisco José Viana,,,-23.6097731,-46.3979162
5977226485,node,Objetivo CSA,school,,,Rua Aparaó,+55 11 3721 1160,https://www.objetivocsa.com.br/unidades,-23.5880508,-46.7262396
6058846485,node,CEU EMEF Presidente Campos Sallles,school,,,,,,-23.6224158,-46.5908647
6122582168,node,Escola Municipal de Educação Profissional e Saúde Pública Professor Makiguti,school,,,Avenida dos Metalúrgicos,,,-23.5982981,-46.4023574
6219096185,node,Yázigi - Inglês,school,,,,,,-23.4688699,-46.6633081
6277583482,node,Colégio Belo Futuro Internacional,school,,,Rua Barão de Cotegipe,,,-23.6403336,-46.6993162
6344333770,node,Colégio Rodrigues Dias,school,,,Avenida Nossa Senhora da Encarnação,,,-23.632693,-46.6007331
6380965261,node,Circo Escola,school,,,,,,-23.4714522,-46.6824556
6408098036,node,Professor José Nascimento,school,,,Rua Luísa,,,-23.6854855,-46.6380559
6412753086,node,Colégio Benjamin Constant,school,,,Rua José Antônio Coelho,,,-23.5792615,-46.6414831
6456399085,node,Colégio Moriah,school,,,,,,-23.6663932,-46.5298712
6518491270,node,Unicid Curso de Medicina,school,,,Rua Butantã,,,-23.5700725,-46.6976429
6572668108,node,CEI Uirapuru,school,,,Rua Nazir Miguel,,,-23.6003883,-46.7894073
6572668109,node,Escola Municipal de Educação Infantil Uirapuru,school,,,Rua Nazir Miguel,,,-23.6000417,-46.7892705
6579426887,node,EMEF Caminho do Mar,school,,,Avenida Engenheiro Armando de Arruda Pereira,,,-23.6671669,-46.6360309
6581855661,node,Escola Municipal de Educação Infantil Professora Luciana Azevedo Pompermayer,school,Secretaria da Educação do Município de São Paulo,government,Rua Professor Artur Primavesi,,,-23.6433846,-46.6077923
6581855662,node,Escola Municipal de Ensino Fundamental Professora Maria Cristina Tartaglia Sena,school,Secretaria da Educação do Município de São Paulo,government,Rua Professor Artur Primavesi,,,-23.6435173,-46.6081169
6584571817,node,CEI Professora Ana Lúcia de Holanda Gamboa,school,Secretaria Municipal de Educação de São Paulo,government,Avenida Marechal Tito,+55 11 2563 6123,,-23.4954736,-46.412089
6584571818,node,Escola Municipal de Educação Infantil Professor Apparecido Domingues,school,Secretaria Municipal de Educação de São Paulo,government,Avenida Marechal Tito,+55 11 2563 6123,,-23.4955744,-46.4120943
6584571819,node,Escola Municipal de Ensino Fundamental Vila Curuça,school,Secretaria Municipal de Educação de São Paulo,government,Avenida Marechal Tito,+55 11 2563 6112,,-23.4957884,-46.4120916
6644156368,node,Colegio Horizontes,school,,,Rua Fidalga,,,-23.5549433,-46.6908196
6759513361,node,E.E. Roberto Hipolito da Costa Brigadeiro do Ar,school,,,Rua Arceburgo,,,-23.4442989,-46.4624981
6765306210,node,CEI CEU Parque Anhaguera,school,Secretaria Municipal de Educação,government,Rua Pedro José de Lima,+55 11 3911 4232,,-23.4396053,-46.7875989
6765306211,node,Escola Municipal de Ensino Fundamental Parque Anhanguera,school,Secretaria Municipal de Educação,government,Rua Pedro José de Lima,+55 11 3911 1676,,-23.4397504,-46.7876704
6765306212,node,Escola Municipal de EducaçãoBásica Parque Anhanguera,school,Secretaria Municipal de Educação,government,Rua Pedro José de Lima,+55 11 3911 4770,,-23.4398161,-46.787742
6769945479,node,Escola da Prefeitura de Guarulhos Hamilton Félix de Souza,school,Secretaria da Educação de Guarulhos,government,Avenida Ataláia do Norte,,,-23.4513342,-46.439899
6808072301,node,Colégio Guarapiranga,school,,,Rua Uiraçú,,,-23.6779857,-46.7349431
6833520885,node,Escola Antenor Nascentes,school,,,,,,-23.6876209,-46.6728125
6865270147,node,creche municipal Analívia Pedro,school,,,,,,-23.5700028,-46.3683169
6960270949,node,Centro de Pesquisa e Formação SESC,school,,,,,,-23.5579865,-46.6521019
7041128377,node,Vesper,school,,,,,,-23.5459475,-46.6922443
7154069419,node,Colégio Panterra,school,,,,,,-23.5422588,-46.4853167
7270541966,node,Escola Estadual Professor Antônio Prado Júnior,school,Secretaria da Educação do Estado de São Paulo,government,Rua David Boscariol,+55 11 4514 6031,,-23.6617402,-46.4603095
7573082486,node,Escola Municipal de Educação Básica Doutor Humberto  Marquelli Mendonça,school,,,Rua Maria Helena,+55 11 4066 1835,,-23.6891243,-46.5873958
7573211228,node,Colégio Methodus,school,,,Avenida Fukuichi Nakata,,,-23.6782155,-46.5866531
7573488040,node,Escola Municipal Jardim Marilene,school,,,Rua Luiz de Vasconcelos,+55 11 4066 5713,,-23.6945736,-46.5951221
7616224689,node,Colégio Objetivo,school,,,Rua Ferreira de Araújo,,,-23.5649116,-46.6979735
7862461158,node,Dr João Augusto Breves,school,,,,,,-23.5222659,-46.4360369
8117073934,node,Kinder Kampus School,school,,,,,,-23.6289922,-46.7316159
8185851136,node,Escola Estadual Regente Feijó,school,,,Praça Itálico Ancona Lopez,,,-23.497068,-46.689927
8189095041,node,Colégio Inovação,school,,,Rua Antonieta Leitão,,,-23.5024948,-46.6966413
8192401483,node,Escola Estadual Paulo Trajano,school,,,,,,-23.4869922,-46.7078177
8423170004,node,Colégio Internacional Radial,school,,,Avenida Jabaquara,,,-23.620795,-46.6398882
8425982195,node,Sociedade Beneficiente Feminina Mika,school,,,Rua Paracatu,+55 11 5585-9258,,-23.6214959,-46.6411364
8505194899,node,CEU INÁCIO MONTEIRO,school,Prefeitura,public,,,,-23.5699592,-46.4115114
8998814633,node,Elite Rede de Ensino - Mauá,school,,,Rua Álvares Machado,,https://ensinoelite.com.br,-23.6692573,-46.4544352
9116940743,node,Company Idiomas,school,,,,,,-23.5228528,-46.5423217
9188722925,node,Reforço Escolar Prioridade,school,,private,Rua Central,,https://www.reforcoescolarprioridade.com.br/,-23.6663174,-46.8030672
9196329470,node,Mariuma Buazar Mauad,school,Mariuma Buazar Mauad,public,Rua Padre Aldemar Moreira,(11) 2282-0525,,-23.5990046,-46.396309
9444695155,node,E.E.I.E.F. Embaixador Assis Chateaubriand,school,Fundação Bradesco,charitable,Praça Pedro Salgado,+55 11 3684 5172,https://fundacao.bradesco/pt-BR/Escolas?ID=4,-23.5454904,-46.7716009
9444695156,node,E.E.F.M.E.P.J.A. Embaixador Assis Chateaubriand,school,Fundação Bradesco,private,,+55 11 3684 4272,,-23.5466974,-46.7661052
9451162747,node,Nossa Sra. Aparecida,school,,,,,,-23.6676178,-46.7381686
9451162850,node,Instituto Gourmet,school,,,,,,-23.672843,-46.7433576
9885218646,node,E. E. Gomes Cardim,school,,,,,,-23.5773192,-46.6250474
9974704393,node,colegio Stagio,school,,,,,,-23.6602704,-46.5695187
9976360154,node,Colégio Objetivo,school,,,,,https://www.objetivo.br/,-23.5653632,-46.6512566
10058041896,node,Escola Uniart,school,,,Rua da Matriz,,https://escolauniart.com.br/,-23.6556953,-46.7082454
10116190917,node,Colégio São Luiz de Gonzaga - Unidade 3,school,,,Rua Santa Archelia,,https://colegiosaoluizunidade3.com.br/,-23.6494795,-46.7477485
10164510936,node,Escola 360,school,,,,,,-23.3836547,-46.4016572
10226517363,node,Salesiano,school,,,Rua Dom Henrique Mourão,,,-23.4899298,-46.6330609
10684471487,node,Colégio Humboldt,school,,,,,,-23.6872219,-46.7096248
10837399442,node,E.E.E. Helena Pereira de Moraes,school,,,Alameda Conde de Porto Alegre,,,-23.6417467,-46.5538226
10912835368,node,Escola Estadual Marechal Deodoro,school,Governo do Estado de São Paulo,public,Rua dos Italianos,,,-23.5261023,-46.6430749
11021055239,node,Colégio Franciscano João XXIII,school,,,Rua Caminho do Engenho,(11) 3751-0036,https://www.cfj23.com/,-23.5973963,-46.7433561
11035589004,node,Kumon,school,,,Rua Rosa e Silva,+55 11 4343 5484,https://www.kumon.com.br/sp/sao-bernardo-do-campo-independencia/,-23.6964976,-46.5812403
11119109713,node,Serviço Social da Indústria SESI 426,school,Terreno próprio (Coordenado pelo diretor do centro de atividades SESI-SP Mário Quaranta),private,Rua Porto Principe,(11) 4092-7900,https://diadema.sesisp.org.br/,-23.6722954,-46.6128395
11119816816,node,Colégio Santo Antônio de Lisboa,school,ASSOCIAÇÃO UNIÃO BENEFICENTE DAS IRMÃS DE SÃO VICENTE DE PAULO DE GYSEGEM,association,Rua Francisco Marengo,,https://colegiosvicentinos.com.br/colegio/santo-antonio-lisboa,-23.5488148,-46.5565386
11119816860,node,Escola Estadual PEI Prefeito Nestor de Camargo,school,Secretaria da Educação de São Paulo,public,Rua Vitorino Caligari,+55 11 2658-8021,,-23.501853,-46.8152696
11119841466,node,Colégio São Vicente de Paulo Penha,school,Assosciação União Beneficente das Irmãs de São Vicente de Paulo de GYSEGEM,association,Praça da Nossa Senhora Penha,,https://colegiosvicentinos.com.br/colegio/sao-vicente-paulo-penha,-23.5260946,-46.5493382
11142231993,node,Colégio Dr. Walter Belian,school,Fundação Antônio e Helena Zerrener,private_non_profit,Rua Serra de Paracaina,+55 11 3185 7600,,-23.5612105,-46.6153369
11161509162,node,Colégio Alicerce,school,,,Rua Antônio de Oliveira Gago,,,-23.6726717,-46.6822906
11218637467,node,CCA Irmã Dely Fabres,school,,,Rua São Paulo,,,-23.5567927,-46.6302567
11236547355,node,Santa Clara,school,,,Rua São Sabino,,,-23.5773137,-46.5498071
11237139615,node,Colégio Cetec,school,,,,,,-23.6453528,-46.6397756
11237252945,node,Colégio São Sabas,school,,,,,,-23.6479584,-46.6718159
11237262295,node,Colégio Marquês de Monte Alegre,school,,,,,,-23.6527666,-46.655547
11237278083,node,Colégio Videira Filho,school,,,,,,-23.6733992,-46.6438452
11237287040,node,Colégio Decisão,school,,,,,,-23.6607482,-46.6695137
11237353735,node,Escola Estadual Reducino de Oliveira Lara,school,,,,,,-23.6526951,-46.6662177
11240097590,node,Jose Baptista Rios Castelloes Prof,school,,,,,,-23.6700111,-46.6583095
11242286185,node,Sagrada Familia De Nazare,school,,,,,,-23.6236658,-46.6317767
11247032486,node,EE Princesa Isabel,school,,,,,,-23.6093829,-46.6274161
11247226206,node,EE Salvador Moya,school,,,,,,-23.6497528,-46.6350118
11251979857,node,Colégio Arcádia,school,,,,,,-23.6139279,-46.6286033
11278128326,node,Kumon,school,,,Avenida São Bernardo do Campo,+55 11 4457 7876,https://www.kumon.com.br/sp/santo-andre-vila-luzita/#conheca-mais-a-unidade,-23.6994206,-46.5078103
11368633197,node,EMEF Altino Arantes,school,,,Rua Coronel Augusto Celso de Moura,,,-23.6093006,-46.5293599
11592950953,node,Maple Bear,school,,,,,,-23.6456692,-46.6993457
11832977878,node,Maple Bear Granja Julieta,school,,,,,,-23.6409456,-46.701122
11879318786,node,Aquarela,school,,,,,,-23.543929,-46.6816135
11905531244,node,Kung-Fu - Eddie Freire Wing-Chun - Li Hon Ki System,school,,,Rua São Paulo,,,-23.5569663,-46.6326534
11911034344,node,Escola Lumiar - Vila Olimpia,school,,,Avenida Doutor Cardoso de Melo,,https://lumiaredu.com/,-23.6025964,-46.6751816
11959448681,node,EMEF Professora Virgínia Valeria Aparecida de Almeida Freitas,school,,,R. São Paulo,,,-23.4368094,-46.7739052
11960609495,node,EMEF Professor Adolfo Otto de Laet,school,Prefeitura de São Paulo,público,Rua Isidoro de Laet,,www.prefeitura.sp.gov.br,-23.4817072,-46.6267006
11986412404,node,Engenharia de Software,school,,,,,,-23.6330672,-46.7757043
12301584970,node,Plano A - Educação,school,Juliana Moura,,"R. Padre João Manuel, 235 - Conjunto 53",,,-23.5606797,-46.6606968
12423231124,node,Red House International School,school,,,,,,-23.5024366,-46.6459451
12448725248,node,EMEF Profa. Ana Maria Alves Benetti,school,,,,,,-23.6523981,-46.6459186
12489348078,node,Unimor,school,,,,,,-23.4995294,-46.6456385
12489402190,node,Projeto Vida,school,,,,,,-23.499443,-46.648301
12498234191,node,Colégio Mantovani,school,,,,,,-23.573084,-46.7276992
12512436455,node,Centros de Convivência e Cooperativa (cecco),school,Prefeitura Municipal de São Paulo,government,Rua Taquari,,,-23.5516671,-46.5985111
12512436464,node,E.M.E.F. Droutor Fábio da Silva Prado,school,Prefeitura Municipal de São Paulo,government,Rua Taquari,,,-23.5511539,-46.5988105
12526317862,node,Colégio Lua Ensino Fundamental,school,,,,,,-23.571719,-46.7273571
12600261635,node,Colégio Enigma,school,,,,,,-23.6508377,-46.5359484
12607810921,node,eXponencial cursos,school,,,,,,-23.5762167,-46.742154
12749897605,node,Escola da Vila,school,,,,,,-23.568528,-46.7134186
