osm_id,osm_type,name,amenity,healthcare,operator,operator_type,emergency,beds,addr_street,phone,latitude,longitude
199918914,way,Hospital IGESP,hospital,hospital,,,yes,,,,-23.5608581,-46.650909
218135037,way,Hospital Municipal Vila Santa Catarina Dr. Gilson de C. Marques de Carvalho,hospital,hospital,Hospital Israelita Albert Einstein,,,,Avenida Santa Catarina,+55 11 2151 2063,-23.6570912,-46.6534356
231104142,way,Hospital Municipal Doutor Ignácio Proença de Gouvêa,hospital,hospital,OSS SAS Seconci-SP,private_non_profit,yes,,Rua Juventus,,-23.5718535,-46.5901279
231405181,way,Santa Casa de São Paulo,hospital,hospital,,,,,Rua Doutor Cesário Motta Júnior,,-23.5427202,-46.6502142
244162013,way,Hospital Municipal Doutor Moysés Deutsch,hospital,hospital,Organização Social de Saúde CEJAM,private_non_profit,yes,,Estrada do M'Boi Mirim,+55 11 5832 2500,-23.6922626,-46.7754053
252061984,way,Hospital Nossa Senhora do Pari,hospital,hospital,,,yes,,Rua Hannemann,,-23.5319445,-46.6211646
253040761,way,Hospital Neo Mater,hospital,hospital,Santa Marcelina Saúde,,yes,,Avenida Winston Churchill,+55 11 4336 9100,-23.670828,-46.5661977
253535403,way,Hospital e Maternidade Santa Helena,hospital,hospital,Santa Helena Saúde,private,no,,Avenida Armando Ítalo Setti,+55 11 3876 2666,-23.6974071,-46.547587
253740051,way,Hospital Municipal Doutora Zilda Arns Neumann,hospital,hospital,,,yes,,Avenida Piraporinha,+55 11 4061 7000,-23.6918679,-46.5871329
256252796,way,Hospital Municipal Arthur Ribeiro de Saboya,hospital,hospital,,,yes,,Avenida Francisco de Paula Quintanilha Ribeiro,+55 11 3394-8380,-23.6533611,-46.6456714
256609755,way,Quarteirão da Saúde,hospital,hospital,Secretaria da Saúde,government,no,,Avenida Antonio Piranga,+55 11 4043 8000,-23.6863206,-46.6172237
258413859,way,Hospital Santa Rita,hospital,hospital,,,yes,,Rua Cubatão,+55 11 5908-6000,-23.582195,-46.6411653
258988512,way,Hospital e Maternidade Santa Maria da Cruz Azul,hospital,hospital,Associação Cruz Azul de São paulo,private,yes,,Avenida Lins de Vasconcelos,+55 11 3348 4000,-23.565959,-46.6221616
260876142,way,Hospital Geral Jesus Teixeira da Costa,hospital,hospital,,,,,,,-23.5525541,-46.4050764
266958218,way,Hospital Central de Guaianases,hospital,hospital,,,yes,,Rua Cabo José Teixeira,+55 11 2551-5151,-23.5379189,-46.4031611
274858467,way,Hospital da Luz,hospital,hospital,,,,,Rua Azevedo Macedo,+55 11 2117-6000,-23.5814651,-46.6402087
277036814,way,Hospital São Rafael,hospital,hospital,,,,,,,-23.5796641,-46.6445071
277076508,way,Hospital A C Camargo Câncer Center,hospital,hospital,,,yes,,Rua Professor Antônio Prudente,,-23.5652079,-46.637651
277806189,way,Hospital Presidente,hospital,hospital,,,yes,,Avenida Nova Cantareira,+55 11 2261-6611,-23.4764562,-46.6105959
286004712,way,Hospital e Maternidade NotreCare ABC,hospital,hospital,Grupo NotreDame Intermédica,private,yes,,Avenida Pereira Barreto,+55 114336 7800,-23.69079,-46.5477908
292097736,way,Hospital e Maternidade Beneficência Portuguesa,hospital,hospital,Sociedade Portuguesa de Beneficência de Santo André,private,yes,,Avenida Portugal,+55 11 2198 5000,-23.6601905,-46.5326009
292983252,way,Hospital Municipal Universitário,hospital,hospital,,,yes,,Avenida Bispo César D'Acorso Filho,+55 11 4365 1480,-23.6545355,-46.5731924
293632415,way,Hospital Santa Helena,hospital,hospital,,,yes,,Avenida Lucas Nogueira Garcez,,-23.6922592,-46.5550471
297784128,way,Hospital Unimed,hospital,hospital,,,,,,,-23.4632226,-46.5199875
298549755,way,Hospital Carlos Chagas,hospital,hospital,,,yes,,Rua Barão de Mauá,+55 11 2463 5000,-23.4717253,-46.5287304
298953601,way,Next Saúde,hospital,hospital,,,,,Avenida Antonio Piranga,,-23.6866282,-46.6189066
301324089,way,Instituto Brasileiro de Controle do Câncer,hospital,hospital,,,,,Avenida Alcântara Machado,+55 11 3474-4222;+55 11 3474-4200;+55 11 3474-1119,-23.5476189,-46.6001301
301324091,way,Hospital Infantil Cândido Fontoura,hospital,hospital,Governo do Estado de São Paulo,government,yes,,Rua Siqueira Bueno,+55 11 2603 5300,-23.5519186,-46.5852149
310229718,way,Unidade de Pronto Atendimento André Dias,hospital,hospital,government,government,yes,,Rua Pedro de Toledo,,-23.6709162,-46.5831104
313850657,way,Pronto Socorro Doutor Conrado Cesarino Nuvolini,hospital,hospital,,government,yes,,Avenida João de Andrade,+55 11 3609 0283,-23.5547176,-46.8020119
317854305,way,Hospital Geral Cachoeirinha,hospital,hospital,Santa Casa de Misericórdia de Chavantes,private_non_profit,yes,,Avenida Deputado Emílio Carlos,+55 11 3859 4822,-23.4813507,-46.6717942
318404108,way,Hospital Municipal Doutor Fernando Mauro Pires da Rocha,hospital,hospital,,,yes,,Estrada de Itapecerica,+55 11 3394 7460,-23.6487788,-46.7487292
318404110,way,Hospital Regional Sul,hospital,hospital,,,,,Rua General Roberto Alves de Carvalho Filho,,-23.6554211,-46.7058813
318405623,way,Pronto Socorro Santa Casa de Santo Amaro,hospital,hospital,,,,,,,-23.6505517,-46.704088
319430061,way,H.Olhos ABC,hospital,hospital,,,yes,,Avenida Lucas Nogueira Garcez,+55 11 4126 6666,-23.6950284,-46.553393
319792790,way,Hospital Santa Marcelina do Itaim Paulista O.S.S,hospital,hospital,,,yes,,Avenida Marechal Tito,+55 11 2563-6300,-23.4924276,-46.3890349
320141806,way,Hospital Central Sorocabana,hospital,hospital,,,yes,,Rua Catão,,-23.5243307,-46.7013187
346317018,way,Ambulatório Regional Sul,hospital,hospital,,,,,Rua Promotor Gabriel Nettuzzi Perez,,-23.651458,-46.7047472
346956403,way,Hospital Alvorada,hospital,hospital,,,,,,,-23.6504301,-46.7096341
351250947,way,Unidade de Pronto Atendimento Luzita,hospital,hospital,,,yes,,Rua Calecute,+55 11 4451 9898,-23.6993267,-46.5071468
356723156,way,Hospital do Coração,hospital,hospital,,,yes,,,,-23.5730628,-46.6436173
357570514,way,Hospital Santa Cruz,hospital,hospital,Sociedade Brasileira e Japonesa de Beneficência Santa Cruz,,yes,,Rua Santa Cruz,+55 11 5080-2000,-23.5974527,-46.6325243
363004051,way,Instituto de Tratamento do Câncer Infantil,hospital,hospital,,,,,Rua Galeno de Almeida,+55 11 2661-8962,-23.5519597,-46.677032
369787169,way,Hospital Alemão Oswaldo Cruz,hospital,hospital,,private_non_profit,yes,,Rua João Julião,+55 11 3549-1000,-23.5692864,-46.6430043
371980083,way,Hospital São Caetano,hospital,,,,,,Rua Espírito Santo,,-23.6188723,-46.5724438
375977786,way,Hospital Municipal Doutor Cármino Caricchio,hospital,hospital,,,yes,,Avenida Celso Garcia,,-23.5331239,-46.5663866
383097744,way,Hospital e Maternidade Salvalus,hospital,hospital,Hapvida NotreDame,private,yes,,Rua Bresser,+55 11 2662-2000;+55 11 94704-7590,-23.5466627,-46.6046224
403388660,way,Unidade de Pronto Atendimento Doutor Akira Tada,hospital,hospital,,,yes,,Estrada São Francisco,,-23.6148337,-46.7781695
403397421,way,Ambulatório Médico de Especialidades Taboão da Serra,hospital,hospital,SPDM,,no,,Estrada São Francisco,+55 11 2139 0333,-23.619511,-46.7695137
409092700,way,Hospital Geral de Pirajussara,hospital,hospital,SPDM-Associação Paulista para o Desenvolvimento da Medicina,public,yes,,Avenida Ibirama,+55 11 3583 9405,-23.6406187,-46.8097664
410222563,way,Hospital Samaritano,hospital,hospital,,,yes,,Rua Conselheiro Brotero,,-23.5389883,-46.6621694
412604184,way,Hospital Santa Catarina,hospital,hospital,,,yes,,Avenida Paulista,+55 11 3016-4133,-23.5696204,-46.6453292
420088968,way,Departamento de Cirurgia,hospital,hospital,,,no,,,,-23.542213,-46.6507359
420088990,way,Hospital Santa Isabel,hospital,hospital,Rede D'Or,private,yes,,Rua Dona Veridiana,,-23.5427032,-46.6507442
420089010,way,Hospital Santa Isabel,hospital,hospital,Rede D'Or,private,yes,,Rua Dona Veridiana,,-23.5427022,-46.6508528
420089033,way,Departamento de Obstetrícia e Ginecologia,hospital,hospital,,,yes,,,,-23.5431928,-46.6507627
420089048,way,Pronto Socorro Central - Santa Casa de São Paulo,hospital,hospital,Santa Casa de São Paulo,public,yes,,Rua Doutor Cesário Mota Júnior,,-23.5432165,-46.6499075
420089072,way,Pavilhão Condessa Penteado (Pediatria),,hospital,,,,,,,-23.543559,-46.6510593
420089074,way,Instituto do Câncer Dr. Arnaldo,,hospital,,,,,,,-23.5435411,-46.6492995
420089075,way,Pavilhão Fernandinho Simonsen (Ortopedia),,hospital,,,,,,,-23.5435635,-46.6500437
420089168,way,A Toca Restaurante,restaurant,hospital,,,,,,,-23.54186,-46.6496458
420089249,way,Ambulatório Conde de Lara,,hospital,,,,,,,-23.5419335,-46.6492436
420089335,way,Pronto Socorro Infantil,,hospital,,,,,,,-23.5435133,-46.651297
423652359,way,Hospital Maternidade Cachoeirinha,hospital,hospital,Secretaria Municipal da Saúde,government,yes,,Avenida Deputado Emílio Carlos,,-23.4802378,-46.6715217
423734886,way,Hospital Municipal Infantil Menino Jesus,hospital,hospital,,,yes,,Rua dos Franceses,,-23.5602656,-46.6473587
423876249,way,Hospital Nipo-Brasileiro,hospital,hospital,Beneficência Nipo-Brasileira de São Paulo,,yes,,Rua Pistoia,+55 11 2633-2200,-23.5074679,-46.5690006
424631095,way,Ambulatório do Sindicato dos Metalúrgicos de São Paulo,hospital,hospital,,,,,Rua do Carmo,,-23.5521328,-46.6301411
424941734,way,Unidade de Pronto Atendimento Municipal Centro,hospital,hospital,Prefeitura de Osasco,government,,,,,-23.5312762,-46.7763532
424946527,way,Hospital Municipal Antônio Giglio,hospital,hospital,,government,yes,,Rua Pedro Fioretti,+55 11 2183 9333,-23.5322449,-46.7772049
425330495,way,Hospital Ruben Berta,hospital,hospital,,,no,,Avenida Rubem Berta,+55 11 5908-6474,-23.6024486,-46.6518185
425535627,way,Unidade de Pronto Atendimento Rudge Ramos,hospital,hospital,,,yes,,Rua Ângela Tomé,+55  11 4368 1222,-23.6552424,-46.5740977
425537735,way,HRIM – Hospital do Rim,hospital,hospital,,,yes,,Rua Borges Lagoa,+55 11 5087-8000,-23.5964739,-46.6458376
426008304,way,Hospital e Maternidade São Luiz Osasco,hospital,hospital,Rede D’Or São Luiz,private,yes,,Avenida Marechal Rondon,+55 11 3652 8000,-23.531846,-46.7815228
426849375,way,Hospital Municipal de Emergência Albert Sabin,hospital,,,,,,Rua Aurélia,,-23.6178503,-46.5565009
427243761,way,HOlhos,hospital,hospital,,,,,Rua Abílio Soares,,-23.5736989,-46.6440258
431470580,way,Hospital Adventista de São Paulo,hospital,hospital,,,,,Rua Rocha Pombo,+55 11 2838 7000,-23.5634931,-46.6341518
435935865,way,Hospital Sancta Maggiore,hospital,hospital,,,,,Rua da Figueira,+55 11 4085-9810,-23.5523856,-46.6248734
437199936,way,Hospital Municipal Professor Doutor Alípio Corrêa Netto,hospital,,,,,,Alameda Rodrigo de Brum,+55 11 3394-8030,-23.4996459,-46.4726454
437648955,way,Hospital Geral de São Mateus,hospital,,Secretaria de Estado da Saúde,,yes,,Rua Ângelo de Cândia,+55 11 2014-5000,-23.5947358,-46.4867109
438157726,way,Pronto Socorro Municipal Julio Tupy,hospital,hospital,Prefeitura do Municipio de São Paulo,government,yes,,Rua Serra Queimada,+55 11 2035-1821,-23.5275431,-46.4112992
439294898,way,Sancta Maggiore,hospital,,,,,,Rua General Chagas Santos,,-23.6182424,-46.6320951
440022776,way,Hospital Filantrópico A Beneficência Portuguesa,hospital,hospital,,,,,Rua General Sócrates,+55 11 3505-1000,-23.528365,-46.5502841
440676906,way,Hospital Dia Rede Hora Certa,hospital,hospital,SECONCI-SP,,yes,,Praça Nossa Senhora da Penha,+55 11 2092 4845,-23.5264925,-46.5505936
441462654,way,Hospital Cruz Azul Ambulatório,hospital,,,,,,Avenida Salgado Filho,+55 11 2458 8810,-23.4434566,-46.535344
442804134,way,Hospital Municipal Doutor Alexandre Zaio,hospital,,,,,,Rua Alves Maldonado,+55 11 3394-9210,-23.5427897,-46.5018084
444207364,way,Hospital Santa Marcelina,hospital,,,,,,Rua Santa Marcelina,+55 11 2070-6000,-23.554266,-46.4613603
448194268,way,Hospital São Bernardo,hospital,hospital,Grupo NotreDame Intermédica,private,yes,,Avenida Lucas Nogueira Garcez,+55 11 4122 6500,-23.6930809,-46.5536971
450167620,way,Hospital Jardins,hospital,hospital,,,,,Rua Artur de Azevedo,,-23.5657766,-46.6866226
452872359,way,Hospital Municipal Manuel de Paiva,hospital,hospital,SPDM,private_non_profit,yes,,Rua São José do Paraíso,+55 11 2489 6610,-23.4406391,-46.4099229
455336051,way,Hospital Heliópolis,hospital,hospital,Secretaria de Estado da Saúde,government,,,Rua Cônego Xavier,,-23.6087221,-46.5933797
463546957,way,Pronto Atendimento Sancta Maggiore Tatuapé,hospital,hospital,,,,,Rua Uriel Gasper,,-23.542853,-46.5830886
463619231,way,Hospital Maternidade Leonor Mendes de Barros,hospital,hospital,Secretaria de Estado da Saúde,government,,,Avenida Celso Garcia,,-23.535897,-46.5887319
464431791,way,Hospital Santa Helena,hospital,hospital,,private,yes,,Rua Manuel Vaz,+55 11 4336 9777,-23.667754,-46.5205452
467681159,way,Hospital Ipiranga,hospital,hospital,,,yes,,Avenida Nazaré,+55 11 6167-7799,-23.5842893,-46.6116189
467706619,way,Hospital Monumento,hospital,,,,,,,,-23.5941868,-46.5967861
468420898,way,Policlínica Dona Leonil Crê Bortolosso/ Zona Norte,hospital,hospital,,,,,Avenida Getúlio Vargas,,-23.5139124,-46.7889936
473642322,way,Unidade de Pronto Atendimento Doutor João Eduardo Charles,hospital,hospital,Secretaria Municipal de Saúde,government,yes,,Rua dos Vianas,+55 11 4125 2100,-23.6997634,-46.5437956
491622663,way,Hospital Maternidade Vitalina Francisca Ventura,hospital,hospital,Fundação ABC,,,,Rua Flávia Augusto de Moraes,+55 11 4445 9000,-23.3658825,-46.7496308
491622666,way,Hospital Mista Rosa Santa Pasin Aguiar,hospital,hospital,,,,,Rua Flávia Augusto de Moraes,+55 11 4442 7373,-23.3666495,-46.7503898
495256331,way,Hospital e Maternidade Santa Joana,hospital,hospital,,,,,Rua do Paraíso,,-23.5746353,-46.638576
519782243,way,Pronto Socorro Itamaraty Perdizes,hospital,hospital,GreenLine,private,no,,Rua João Ramalho,,-23.5325919,-46.6773999
529087417,way,Complexo Hospitalar Padre Bento,hospital,hospital,Secretaria de Estado da Saúde de São Paulo,,,,Avenida Emilio Ribas,,-23.4657714,-46.5503213
531293322,way,Hospital Stella Maris,hospital,hospital,,,yes,,Rua Maria Cândida Pereira,+55 11 2423 8500,-23.4786217,-46.5513071
547523906,way,UBS/ AMA Integrada Jardim da Conquista III,clinic,hospital,,,,,Travessa Somos Todos Iguais,,-23.6089523,-46.452663
548713559,way,Casa de Saúde de Guarulhos,hospital,hospital,,,,,Rua Dona Antônia,,-23.4732719,-46.5402026
549623564,way,Unidade Pronto Atendimento Maria Dirce,hospital,hospital,,,yes,,Rua Ubatá,+55 11 )2088 7400,-23.4342117,-46.4264536
554172843,way,Hospital Sirio Libanes Unidade Itaim,hospital,hospital,,,,,Rua Joaquim Floriano,,-23.5849816,-46.6748633
585997946,way,Hospital Estadual de Sapopemba,hospital,hospital,Serviço Social da Construção Civil do Estado de São Paulo,,yes,,Rua Manuel França dos Santos,+55 11 2014 6000,-23.610652,-46.4924819
595959009,way,Unidade Básica de Saúde José Bonifácio I,clinic,hospital,Governo de SP,,,,Avenida Professor Osvaldo de Oliveira,+55 11 2557-8844;+55 11 2557-5136,-23.5427421,-46.4312297
599509089,way,Policlínica Carapicuíba,hospital,hospital,,,,,,,-23.5712319,-46.8240473
610575842,way,UPA Paraíso,hospital,hospital,,,,,,,-23.4216928,-46.5055952
618173044,way,Hospital dos Olhos,hospital,hospital,,,,,Rua Maestro João Gomes de Araújo,,-23.4873677,-46.6222418
619540617,way,Hospital Municipal da Criança e do Adolescente,hospital,hospital,Prefeitura de Guarulhos,government,yes,,Rua José Maurício de Oliveira,+55 11 2475 9690,-23.4669012,-46.5324386
622379738,way,Hospital Municipal Professor Doutor Waldomiro de Paula,hospital,hospital,Secretaria da Saude,government,yes,,Rua Augusto Carlos Bauman,+55 11 3394 8990,-23.5311233,-46.4445316
623216660,way,Hospital Santo Expedito,hospital,hospital,,,yes,,Avenida Jacu-Pêssego,,-23.5785271,-46.4421411
623665599,way,AMA/UBS Jardim Elba,hospital,hospital,,,,,Rua Batista Fergusio,11 2704-8997,-23.6212614,-46.5092524
624789110,way,Pronto Socorro  José Ibrahin,hospital,hospital,Secretaria de Saúde,government,yes,,Rua Maria Grandin dos Santos,+55 11 3691 7232,-23.5677625,-46.7771393
627179318,way,Unidade de Pronto Atendimento Barão de Mauá,hospital,hospital,Secretaria da Saúde,government,yes,,Avenida Barão de Mauá,+55 11 4545 2872,-23.6666626,-46.429178
627271180,way,Hospital de Clínicas Doutor Radamés Nardini,hospital,hospital,Fundação do ABC,private_non_profit,yes,,Rua Regente Feijó,+55 11 4547 6999,-23.6726631,-46.4503299
627282848,way,Unidade de Pronto Atendimento 24H Zaíra,hospital,hospital,,,yes,,Avenida Washington Luiz,+55 11 4518 7803,-23.654997,-46.4480748
627449228,way,Hospital Vital,hospital,hospital,,,,,Rua Vicente Aletto,+55 11 4512 5000,-23.6835198,-46.460172
641688037,way,Hospital Nossa Senhora de Fátima,hospital,hospital,,,,,Praça Duque de Caxias,+55 11 2575 1200,-23.5366486,-46.7814908
672938979,way,Pronto Socorro André Sacco,hospital,hospital,,,yes,,Rua General Pedro Pinho,+55 11 3683 -9369,-23.5419131,-46.8010405
674307153,way,Pronto Socorro Adulto e Infantil,hospital,hospital,,,yes,,Alameda das Mangueiras,,-23.3928049,-46.7132383
676690930,way,Pronto Socorro Municipal Rômulo Fonseca Guimarães,hospital,hospital,,,yes,,Rua João Rodrigues Nunes,,-23.4959289,-46.811997
677951197,way,Unidade Básica de Saúde Inácio Monteiro,clinic,hospital,,,,,Rua Inácio Monteiro,+55 11 2556-3223,-23.5764436,-46.3920646
678966520,way,Pronto Socorro José Agostinho dos Santos,hospital,hospital,,,yes,,Rua José Martinho,,-23.4859286,-46.8044682
682318862,way,HOSPITAL GERAL DE TAIPAS,hospital,hospital,,,,,Avenida Elísio Teixeira Leite,,-23.4436782,-46.7178964
684058620,way,Clinica Santo Antonio,hospital,hospital,,,,,,,-23.5409254,-46.3679722
697850917,way,"Hospital Geral ""Dr. José Pangella"" de Vila Penteado",hospital,hospital,Governo do Estado de São Paulo,,,,,,-23.4857055,-46.6951863
