osm_id,osm_type,name,shop,operator,brand,addr_street,phone,opening_hours,latitude,longitude
1769088976,node,Empório São Pedro,convenience,,,,,,-23.5881009,-46.7391163
1769088977,node,Sacolão Butantã,greengrocer,,,,,,-23.5890243,-46.7376957
1769495648,node,Supermercado Extra,supermarket,,Extra,,,,-23.6116455,-46.6284905
1770523099,node,Dia,supermarket,,Dia,,,,-23.6525778,-46.6587144
1783879299,node,Extra Supermercados,supermarket,,,,,,-23.4760563,-46.7035
1783879357,node,Supermercados Dia,supermarket,,,,,,-23.4767008,-46.7042671
1783895145,node,Supermercado Takara,supermarket,,,,,,-23.4845936,-46.7006968
1793038132,node,Pão de Açúcar,supermarket,,Pão de Açúcar,,,"PH,Mo-Su 06:00-22:00",-23.6104103,-46.6862755
1793038135,node,Americanas Express,convenience,,,,,,-23.6107495,-46.6861843
1812386842,node,Beto's Supermercado,supermarket,,,,,,-23.4336759,-46.7145275
1820886357,node,Sonda Supermercado,supermarket,,,Rua Capitão Pacheco e Chaves,,,-23.5820894,-46.5926246
1825890406,node,Yamauchi,supermarket,,,,,,-23.5664223,-46.597925
1832592209,node,Sacolão da Saude,supermarket,,,Praça André Nunes,,,-23.6307664,-46.6047713
1931464679,node,Supermercado Yamauchi,supermarket,,,,,,-23.5963456,-46.5748192
1974955961,node,Dia,supermarket,,Dia,,,,-23.5853031,-46.679712
2001023254,node,Mercado Extra,supermarket,,Mercado Extra,,,,-23.6177092,-46.6052825
2026460200,node,Merquatro Mini Mercado,convenience,,,,,,-23.6776886,-46.5104262
2028487246,node,Sacolão do Morumbi,greengrocer,,,,,,-23.615086,-46.7403467
2074045686,node,Extra Supermercado,supermarket,,Extra Supermercado,,,,-23.5577098,-46.6400676
2085135097,node,Coop - Cooperativa de Consumo,supermarket,,,,,,-23.6754876,-46.5226735
2104363112,node,+Saúde Hortifruti,greengrocer,,,Avenida Analice Sakatauskas,,,-23.5479052,-46.7762934
2288245845,node,Supermercado Federzoni,supermarket,,,,,,-23.362591,-46.7474326
2302963979,node,Carrefour,supermarket,,Carrefour,,,08:00-21:00,-23.6773928,-46.6750568
2340542238,node,Condessa,supermarket,,,,,,-23.5631795,-46.7520225
2344641640,node,Mercado Extra,supermarket,,Mercado Extra,Rua Vilela,,,-23.5406643,-46.5661623
2344662444,node,Chocolândia,supermarket,,,Rua Serra de Japi,+55 11 3388 2128,"Mo-Sa 08:00-20:00; Su,PH 09:00-16:00",-23.5396702,-46.570483
2344668678,node,Oba,greengrocer,,,,,,-23.5474675,-46.5614305
2344712259,node,Dia,supermarket,,Dia,Avenida Amador Bueno da Veiga,,,-23.5227709,-46.5315507
2354301546,node,Supermercado Estrela Azul,supermarket,,,Praça Porto Ferreira,+55 11 2023 9090,"Mo-Sa 07:00-21:00; Su,PH 07:00-13:30",-23.5323084,-46.5167189
2381459126,node,Dia,supermarket,,Dia,,,,-23.5403924,-46.5915606
2421036974,node,Tateno,supermarket,,,Avenida Doutor Ricardo Jafet,,,-23.5958023,-46.6222063
2424531868,node,Minuto pão de açucar,supermarket,,,,,,-23.5786027,-46.6063135
2427984007,node,Supermercado Extra,supermarket,,Supermercado Extra,Estrada de Taipas,01139413097,Mo-Sa 08:00-22:00; Su 08:00-21:00,-23.4492206,-46.7349086
2428143326,node,AJ Avila,convenience,,,,,,-23.503796,-46.6545878
2498772270,node,Minuto Pão de Açúcar Perdizes,supermarket,,,Rua Cardoso de Almeida,+55 11 3552-6252,Mo-Sa 07:00-22:00; Su 08:00-20:00,-23.5414622,-46.6711804
2548968490,node,RV,supermarket,,,Rua Arcângelo Campanella,+55 11 4390 0485,,-23.7018668,-46.5705262
2589875144,node,Supermercado Pampa,supermarket,,,,,,-23.475572,-46.7036317
2623540176,node,Casa Silva,convenience,,,Avenida Conceição,,,-23.4982352,-46.5965595
2631277225,node,Dia,supermarket,Supermecado Dia,,Avenida General Ataliba Leonel,,,-23.4864487,-46.605631
2633198431,node,Supermercado Lopes,supermarket,,,Avenida Mutinga,,,-23.5034163,-46.7578254
2700754143,node,Dia,supermarket,,Dia,,,,-23.5931985,-46.6294663
2795099478,node,Mercearia Seiko,supermarket,,,Praça São Luis do Curú,,,-23.5687594,-46.5668889
2795181550,node,Oxxo,convenience,,Oxxo,Avenida Conselheiro Rodrigues Alves,,24/7,-23.5834486,-46.6419239
2795239420,node,Casa Anco,supermarket,,,,,,-23.580144,-46.6439345
2816287379,node,Mercado Saúde,supermarket,,,Rua Caramuru,,,-23.6044977,-46.636464
2816287380,node,Dia,supermarket,,Dia,Rua das Rosas,,,-23.6061623,-46.6415406
2906609411,node,Dia,supermarket,,Dia,,,,-23.5320575,-46.6492623
2908416455,node,Mercado Souza,convenience,,,,,,-23.6090454,-46.6382637
2916226350,node,Pão de Açúcar,supermarket,,Pão de Açúcar,,,,-23.5742819,-46.6456793
2934345883,node,Mercado Portuga,supermarket,,,Avenida Alziro Zarur,,,-23.5699107,-46.4877832
3044501915,node,Cerealista Ideal São Caetano,convenience,,,Rua Professor Cortines Laxo,+55 11 2216-3948,,-23.5905124,-46.530069
3057735146,node,Sacolão da Fartura,supermarket,Sacolão da Fartura,,Avenida General Ataliba Leonel,,,-23.4867053,-46.6062568
3067767605,node,Dia,supermarket,,Dia,Rua da Gávea,,,-23.5108956,-46.5904
3091797865,node,Mini Extra Supermercado,supermarket,,Extra,Rua Cubatão,,,-23.5735702,-46.6448324
3190275602,node,Minuto Pão de Açúcar,convenience,,,Avenida Lino Jardim,,,-23.6641193,-46.5399631
3192346362,node,Dia,supermarket,,,,,,-23.6813656,-46.5212708
3194779530,node,Higienópolis Hortifruti,greengrocer,,,,,,-23.6714129,-46.5393125
3205481406,node,Hortifruti,supermarket,,,,,,-23.4642658,-46.5362753
3220454426,node,Extra,supermarket,,Extra,,,,-23.6655101,-46.6896976
3227217162,node,Pão de Açúcar,supermarket,Pão de Açúcar,Pão de Açúcar,Rua da Consolação,+55 11 3062-3319,,-23.5564237,-46.6636985
3277645473,node,Luzita,supermarket,,,Rua Teodoro Sampaio,,,-23.5562561,-46.6750006
3277703384,node,Dia,supermarket,,Dia,Rua Teodoro Sampaio,,,-23.5569396,-46.6763198
3416438743,node,Supermercado Tododia,supermarket,,,Avenida Osvaldo Valle Cordeiro,,,-23.5588485,-46.4896627
3416438759,node,Mercado Brasilia,supermarket,,,Avenida Osvaldo Valle Cordeiro,,,-23.5589961,-46.4893087
3417540602,node,Dia Supermercados,supermarket,,,Avenida Sapopemba,,,-23.5623317,-46.5737133
3418063380,node,Pão de Açúcar,supermarket,Pão de Açúcar,Pão de Açúcar,Rua Alves Guimarães,+55 11 3062-5278,Mo-Sa 07:00-22:00; Su 07:30-21:00,-23.5612135,-46.6741351
3420025732,node,Mini Mercado Extra,supermarket,,,Avenida Sapopemba,,,-23.5673723,-46.569646
3427473241,node,Pão de Açúcar,supermarket,,Pão de Açúcar,Alameda dos Guatás,,,-23.6168387,-46.6493784
3437545874,node,Loja Petrosul,convenience,,,Rua Paulo Andrighetti,,24/7,-23.5240961,-46.6065882
3447324588,node,Mercado 21 de abril,supermarket,,,Rua 21 de Abril,,,-23.5416279,-46.6047368
3473271229,node,Pão de Açúcar,supermarket,,Pão de Açúcar,,,,-23.6308006,-46.7357138
3473369860,node,Horti Fruti,supermarket,,,Rua Curuçá,,,-23.5126402,-46.5910019
3498092560,node,Dia,supermarket,,,Praça Morro do Chapéu,,Mo-Sa 08:00-21:00; Su 08:00-14:00,-23.4865366,-46.5783518
3527373939,node,Mini Extra,convenience,,Mini Extra,Rua Martins Fontes,,,-23.5492949,-46.6445758
3534461312,node,Emporio,supermarket,,,Rua Basilio Alves Morango,,,-23.4809993,-46.5712037
3536205859,node,Mercearia,supermarket,,,Rua Basilio Alves Morango,,,-23.482008,-46.5733194
3587988952,node,Mercado Brasil,supermarket,,,Rua Itamonte,,,-23.4852858,-46.5714471
3614315878,node,Carrefour Express,convenience,,Carrefour Express,Avenida Brigadeiro Luís Antônio,,,-23.5679321,-46.6493765
3627220952,node,Supermercados Lacerda,supermarket,,,Rua Vicente Rodrigues da Silva,,,-23.5185657,-46.7914848
3653382452,node,Oxxo,convenience,,Oxxo,Rua da Consolação,,,-23.5528509,-46.658938
3658091650,node,Mercado Guaranesia,supermarket,,,Rua Guaranésia,+55 11 2967-4070,,-23.516777,-46.5900373
3679556542,node,Mercadinho Estrela,supermarket,,,,,,-23.4464279,-46.6900709
3687576526,node,Mercado Cinco Esquinas,supermarket,,,Rua Henrique Leitão,,,-23.5091473,-46.5923899
3693815208,node,Mercadinho Di Piu,supermarket,,,Rua Ibirajá,,,-23.6307895,-46.6393786
3701267866,node,Casa do Norte,convenience,,,Rua dos Italianos,,,-23.5242234,-46.6440946
3719548502,node,Carrefour Express,convenience,,Carrefour Express,Rua Coronel Xavier de Toledo,,,-23.5467537,-46.6392177
3722289716,node,MiniMercado Extra,convenience,,MiniMercado Extra,,,,-23.5575585,-46.6456233
3727956800,node,HIROTA,supermarket,,,Rua Vigário Albernaz,,,-23.6066904,-46.6214046
3739816432,node,Mercado Paraná,supermarket,,,Rua Max Planck,,,-23.5292339,-46.4785295
3740713362,node,Urizum,supermarket,,,,,,-23.548983,-46.5358412
3740713542,node,Supermecado Sonda,supermarket,rede sonda de supermercados,,,,,-23.5475827,-46.5394702
3740717707,node,Americana Express,convenience,Lojas Americanas,,,,,-23.5480634,-46.5391349
3755214617,node,Carrefour Express,convenience,,Carrefour Express,Rua Eça de Queiroz,,24/7,-23.5783744,-46.6413053
3803352096,node,Emporio das Arabias,supermarket,,,Rua das Rosas,,,-23.6062583,-46.6414338
3824584711,node,ampm,convenience,,ampm,,,,-23.4992792,-46.622643
3824962653,node,Shell Select,convenience,,Shell Select,,,,-23.5599638,-46.6293128
3837736903,node,Shell Select,convenience,,Shell Select,,,,-23.6569426,-46.7171933
3837736909,node,Shell Select,convenience,,Shell Select,,,,-23.6433322,-46.7332627
3847333662,node,Shell Select,convenience,,Shell Select,,,,-23.6260972,-46.7364831
3847848991,node,BR,convenience,,BR,,,,-23.6134741,-46.7422316
3847900357,node,Select,convenience,,,,,,-23.5544378,-46.7097191
3859068424,node,Dia,supermarket,,Dia,Rua Jandiatuba,,,-23.6287852,-46.7354197
3859188230,node,Pão de Açúcar,supermarket,,Pão de Açúcar,Rua José Ramon Urtiza,,,-23.6338369,-46.7288947
3859188231,node,ST Marche,supermarket,,,,,,-23.6333086,-46.7290181
3876061775,node,Marialva,supermarket,,,Estrada de Taipas,,Mo-Su 08:00-21:00,-23.4380159,-46.7289191
3891577383,node,Duque Conveniência,convenience,Rede Duque,,Alameda Lorena,,24/7,-23.5662998,-46.6630328
3900411081,node,Remax,supermarket,,,Rua Bela Cintra,,,-23.5530035,-46.6565065
3905199292,node,Ita,supermarket,,,Avenida Maria Luiza Americano,,,-23.5629487,-46.474606
3905207751,node,Bengala,supermarket,,,Avenida Líder,,,-23.5558496,-46.4781813
3919755349,node,Mercado Geni,convenience,,,Avenida Júlio Buono,,,-23.4947195,-46.5980707
3926033276,node,Supermercado Ideal,supermarket,,,Avenida Joaquina Ramalho,,,-23.5154,-46.6081517
3931395942,node,Casa do Norte,supermarket,,,Rua Ataliba Viêira,,,-23.4900943,-46.5835068
3960333161,node,Mercadinho,supermarket,,,Rua Geolandia,,,-23.4906001,-46.5798482
3964712886,node,Oxxo,convenience,,Oxxo,Avenida Paes de Barros,,,-23.5706847,-46.5876205
3969229726,node,Frutos de Deus,greengrocer,,,Rua Belém,,,-23.5393557,-46.5963953
4011581038,node,Sacolão Bela Vista,greengrocer,,,Rua Jaceguai,,Mo-Sa 07:00-19:00; Su 07:45-14:00,-23.5553528,-46.6414266
4015903389,node,BR Mania,convenience,,BR Mania,,,,-23.5102337,-46.6253872
4015903390,node,BR Mania,convenience,,BR Mania,,,,-23.5622346,-46.4999841
4015903408,node,Shell Select,convenience,,Shell Select,Rua da Mooca,,,-23.554047,-46.6150836
4015903409,node,Shell Select,convenience,,Shell Select,Avenida Presidente Tancredo Neves,,,-23.6159618,-46.6086737
4015903412,node,ampm,convenience,,ampm,,,,-23.5799338,-46.6240743
4015903413,node,ampm,convenience,,ampm,,,,-23.6210118,-46.6025333
4015903414,node,am/pm,convenience,,am/pm,,,,-23.6335111,-46.7287268
4015903454,node,Shell Select,convenience,,Shell Select,,,,-23.5852,-46.6177326
4015903456,node,Shell Select,convenience,,Shell Select,,,,-23.5857279,-46.6181383
4015903458,node,Shell,convenience,,Shell,,,,-23.5889874,-46.5832542
4015904224,node,Shell Select,convenience,,Shell Select,,,,-23.6438738,-46.5961856
4017284549,node,Shell Select,convenience,,Shell Select,,,,-23.5506946,-46.6066778
4017284558,node,ampm,convenience,,ampm,,,,-23.5544747,-46.7080041
4076018842,node,Carrefour Express,convenience,,Carrefour Express,Rua Domingos de Morais,,Mo-Sa 08:00-23:00;Su 08:00-22:00,-23.6037309,-46.6365096
4076018845,node,Mini Extra,convenience,,Mini Extra,Avenida Bosque da Saúde,,,-23.6112859,-46.6370462
4077507717,node,H.W.Mercearia,convenience,,,,,,-23.6114354,-46.6364399
4077507718,node,Mini Extra,convenience,,Mini Extra,,,,-23.6107435,-46.6381659
4085447592,node,Irmãos marega,supermarket,,,,,,-23.4560069,-46.6802861
4085460489,node,Supermecado Marileo,supermarket,,,Avenida Elísio Teixeira Leite,,08:00-20:00,-23.452153,-46.7133968
4103140238,node,Mercado Talento,supermarket,,,,,Mo-Fr 07:00-22:00,-23.5911283,-46.7536821
4103932589,node,Dia Supermercados,supermarket,,Dia,Avenida Nossa Senhora do Sabará,,,-23.6854623,-46.6805749
4103934091,node,Hirota Food Express,supermarket,,,,,,-23.5553325,-46.6360778
4150312895,node,Pão de Açúcar,supermarket,,Pão de Açúcar,Rua Afonso Braz,,Mo-Su 08:00-22:00,-23.5952938,-46.6685049
4153884064,node,Extra,supermarket,,Extra,,,,-23.51503,-46.4547897
4186219203,node,Sacola Santos,supermarket,,,,,,-23.4421926,-46.5360284
4199975614,node,Roldão Atacadista,supermarket,,,,,,-23.6625253,-46.5124769
4240278314,node,Jia He,convenience,,,Rua da Glória,,,-23.5544238,-46.6344296
4243513730,node,Mini Mercado Extra,supermarket,,,,,,-23.5226188,-46.7354257
4278463328,node,Carrefour Express,convenience,,Carrefour Express,,,,-23.5284672,-46.7791276
4278463329,node,Minimercado Extra,convenience,,Minimercado Extra,Avenida João Batista,,,-23.5281032,-46.7779952
4278642990,node,Mister Narguiles Shisha Shop,supermarket,,,Rua Cardeal Arcoverde,,,-23.5636559,-46.6918718
4298667793,node,Supermercado Violeta,supermarket,,,Estrada de Taipas,01139428190,Mo-Fr 07:00-21:30; Su 08:00-19:30; Sa 07:00-21:30,-23.4527997,-46.7366788
4340465791,node,Mercearia do Prego,greengrocer,,,Rua Parati,,,-23.4660445,-46.3905032
4340473790,node,Mercado Magnus,supermarket,,,Estrada do Sacramento,,,-23.4643061,-46.3984606
4340473989,node,Supermercado Vip,supermarket,,,Estrada do Sacramento,,,-23.4629558,-46.4059714
4341921390,node,Supermercado Extra,supermarket,,Supermercado Extra,Rua José Maurício de Oliveira,,,-23.4644962,-46.531931
4342878192,node,Chama,supermarket,,,,,,-23.503511,-46.5044042
4369006870,node,ampm,convenience,,ampm,,,,-23.6220569,-46.6285117
4369789879,node,St. Marchê,supermarket,,,Avenida Comendador Adibo Ares,+55 11 3502-6610,,-23.593812,-46.7099169
4374698899,node,Chocolândia,supermarket,,,Rua Silva Bueno,+55 11 2889 7600,"Mo-Sa 08:00-22:00; Su,PH 09:00-20:00",-23.5965871,-46.6009928
4384002597,node,Sacolão,greengrocer,,,,,,-23.7020219,-46.7910383
4388650746,node,ampm,convenience,,ampm,,,,-23.5692182,-46.7158642
4390162965,node,Mercado Serra da Estrela,supermarket,,,Rua Sílvia,+55 11 4232 1227,"Mo-Fr 06:30-19:30, Sa 07:00-19:30, Su 07:00-13:00",-23.6366701,-46.5628951
4398192520,node,Marukai,convenience,,,Rua Galvão Bueno,,,-23.5558639,-46.63533
4398192521,node,Casa Bueno,convenience,,,Rua Galvão Bueno,,,-23.5560072,-46.6353137
4398192522,node,Empório Azuki,convenience,,,Rua Galvão Bueno,,Mo-Su 08:00-19:00,-23.5556877,-46.6353365
4440575880,node,Dia-a-Dia,supermarket,,,,,,-23.4736721,-46.6663649
4442142461,node,Mercado Yasmim,supermarket,,,Rua dos Escoteiros,+55 11 2051-1765,,-23.5104906,-46.4604264
4477466471,node,St. Marché Chácara Flora,supermarket,st marche,,Rua Sócrates,+55 11 5693-9595,"Mo-Sa 07:00-22:00; Su,PH 08:00-22:00",-23.6574537,-46.6918649
4514018990,node,Elisam,supermarket,,,,,,-23.7005009,-46.7816346
4519404583,node,Extra,supermarket,,Extra,Espírito Santo,,,-23.567838,-46.6295475
4523262994,node,Feira Orgânica do Ibirapuera,greengrocer,,,Rua Curitiba,,Sa 07:00-13:00,-23.5828145,-46.6541401
4524968528,node,Carrefour Express,convenience,Carrefour,Carrefour Express,Rua Fradique Coutinho,,,-23.5653469,-46.6850484
4525585075,node,Carrefour Express,convenience,Groupe Carrefour,Carrefour Express,Praça Samuel Sabatini,,"Mo-Sa 09:00-22:00; Su,PH 12:00-22:00",-23.6936535,-46.5503622
4526413341,node,Emporio,supermarket,,,,,,-23.5456349,-46.6413826
4532233818,node,Davilar Supermercados,supermarket,,,Rua Rio Xingu,,,-23.5152352,-46.7902441
4535403399,node,Mundo Verde,convenience,,,Avenida do Cursino,,,-23.6164993,-46.6179498
4535495604,node,Mercado Jardim da Saúde,supermarket,,,Avenida do Cursino,,,-23.6161292,-46.6178253
4545254083,node,Empório Futuro Verde,supermarket,,,Avenida Nossa Senhora do Loreto,+55 11 4327-7600;+55 11 95882-8946,Mo-Sa 09:00-19:00,-23.4894401,-46.5848361
4579372701,node,Atacadão,supermarket,Atacadão,Atacadão,Avenida Salim Farah Maluf,,Mo-Sa 07:00-22:00; Su 08:00-20:00,-23.5365861,-46.581465
4593663012,node,Carrefour Express,convenience,,Carrefour Express,,,,-23.618498,-46.6758977
4613201857,node,Supermercado Extra,supermarket,,,Rua Fernando Falcão,,,-23.5573812,-46.5852091
4617316183,node,Superete,supermarket,,,Avenida Padre Arlindo Vieira,,07:00-19:00,-23.6398775,-46.6076072
4621816893,node,Instituto Chão,supermarket,,,Rua Harmonia,+55 11 3530-0907,"Su, Tu-Fr 08:00-15:00",-23.556746,-46.687026
4622820119,node,Atacadão,supermarket,Carrefour,Atacadão,Rua Manifesto,+55 11 3019-4268,,-23.5811392,-46.6006947
4630162279,node,Supermercado Mendes Peixoto,supermarket,,,Rua Dorival Seabra,,,-23.4960521,-46.7886941
4634821004,node,Mercadinho Montilha,convenience,,,Rua Oriente,,,-23.5378515,-46.6143347
4659821482,node,Mini Extra,convenience,,,Rua da Consolação,,,-23.5472597,-46.6450299
4673794089,node,Mini Mercado Extra,convenience,,,Largo do Arouche,,Mo-Sa 08:00-22:00; Su 09:00-18:00,-23.5418706,-46.6457796
4673794090,node,Best Market,supermarket,,,Largo do Arouche,,Mo-Su 09:00-23:00,-23.5418679,-46.645882
4676484491,node,Dia,supermarket,,Dia,Rua Bom Pastor,+551140021080,,-23.595753,-46.6064446
4676520000,node,Edú Mercado,supermarket,,,Rua João Teodoro,,,-23.5345785,-46.6244296
4683366694,node,Oxxo,convenience,,Oxxo,Rua da Consolação,,24/7,-23.5475916,-46.6452477
4691122276,node,Mark Bom,supermarket,,,,,,-23.6701613,-46.7398049
4696999756,node,Dia,supermarket,,Dia,Rua Luis Góis,,Mo-Sa 08:00-20:00;PH Su 09:00-14:00,-23.6041407,-46.6361058
4697625565,node,Carrefour Express,convenience,,Carrefour Express,Avenida Vieira de Carvalho,,,-23.5421697,-46.6432499
4715775495,node,Jerusalém,supermarket,,,Rua das Três Marias,,,-23.7012956,-46.7898995
4715781594,node,Sacolão xexel,greengrocer,,,,,,-23.6969159,-46.7794912
4718353705,node,Dia,supermarket,,Dia,Rua Pires da Mota,,Mo-Sa 08:00-21:00;PH Su 09:00-14:00,-23.5684665,-46.6358309
4723170701,node,Chocolândia,supermarket,,,Rua Fábia,+55 11 3123 3968,"Mo-Sa 08:00-20:00; Su,PH 09:00-16:00",-23.5269211,-46.6992375
4734556439,node,Mercadinho Mirante,convenience,,,,,,-23.470283,-46.7177559
4758832159,node,Hortifruti Pinheiro,supermarket,,,Avenida Álvaro Guimarães,,"Mo-Fr 06:00-19:00; Su,PH 06:00-13:00",-23.6943684,-46.5685122
4777645203,node,NaturAll da Fazenda,convenience,,,Rua Doutor Cesário Mota Júnior,+55 11 4561-3085,,-23.5440759,-46.6488346
4777686912,node,NaturAll da Fazenda,convenience,,,Rua Fernando de Albuquerque,,,-23.5542141,-46.6573896
4781606334,node,Carrefour Express,supermarket,Groupe Carrefour,Carrefour Express,Rua Teodoro Sampaio,,,-23.5676821,-46.695385
4823734452,node,Dia Market,supermarket,,Dia Market,Rua Teodoro Sampaio,,Mo-Sa 08:00-21:00; Su 09:00-14:00,-23.5633098,-46.6872121
4823738593,node,Carrefour Express,convenience,,Carrefour Express,Rua Mourato Coelho,,,-23.5606021,-46.6897366
4845929852,node,OXXO,convenience,,,Largo do Arouche,,24/7,-23.5414269,-46.6447425
4845929858,node,Mini Extra,convenience,,Mini Extra,Largo do Arouche,,,-23.5415413,-46.6449318
4872690721,node,Paraíso das Pedras,convenience,,,Avenida Tiradentes,,,-23.4640064,-46.5285181
4881860692,node,Carrefour Express,convenience,,Carrefour Express,Rua Bela Cintra,,,-23.5570485,-46.6624207
4884206721,node,B/B Mercato,supermarket,,,,,,-23.5438501,-46.637291
4884206726,node,Emporio Doce,supermarket,,,Praça da Sé,,,-23.5516741,-46.6341802
4884206727,node,Hirota Food Express,convenience,,,Avenida Ipiranga,,,-23.5454955,-46.6438065
4884206821,node,OXXO,convenience,,,Praça da Sé,,24/7,-23.5513229,-46.6340026
4894550528,node,Dia,supermarket,,Dia,Praça Silvio Romero,,,-23.5448618,-46.5729376
4897138124,node,Mundo Verde,convenience,,,,,,-23.6275186,-46.6424916
4897138325,node,Hortifruti União,greengrocer,,,Avenida Jabaquara,,,-23.6238869,-46.6406567
4906955797,node,Supermercado Ramos,supermarket,,,Rua José Filipe da Silva,,,-23.5822528,-46.7602338
4913452727,node,Carrefour Express,convenience,,Carrefour Express,Avenida Paulista,,,-23.5566563,-46.6613922
4913452743,node,Empório Santa Rita,supermarket,,,Rua Haddock Lobo,,,-23.5568753,-46.6607135
4918751625,node,Supermercado Boa Sorte,supermarket,,,Rua Antônio Ramos Rosa,+55-11-5819-7563,Mo-Sa 08:00-21:00; Su 08:00-14:00,-23.6614064,-46.7497442
4945785807,node,kamisana Doces e Conveniências,convenience,,,Avenida Paulista,,,-23.5652024,-46.6523688
4946143588,node,Mercado da Villa,convenience,,,Rua Manoel Dutra,+55 11 3104 5202,,-23.5555706,-46.6483118
4964023963,node,HIrota Food Express,supermarket,,,Avenida Paulista,,,-23.566648,-46.6498368
4964254558,node,Minimercado Extra,convenience,Cia Brasileira de Distribuição,,Rua Santo Amaro,,Mo-Sa 08:00-21:00; Su 08:00-18:00; PH 08:00-18:00,-23.5523464,-46.6405254
4964254559,node,Doutor Legume,greengrocer,,,Rua Santo Amaro,,,-23.5524126,-46.6405254
4967169821,node,Tutti Conveniências,supermarket,,,Rua Barata Ribeiro,,Mo-Fr 07:00-22:00; Sa 08:00-19:00,-23.5561698,-46.6524149
4983814124,node,Americanas Express,convenience,,,Rua Augusta,,,-23.5632386,-46.6654577
4983814322,node,Super Natural,supermarket,,,Rua Augusta,,,-23.5662924,-46.6688603
5001158106,node,Dia,supermarket,,Dia,,,,-23.6763779,-46.6603662
5001161150,node,Ricoy,supermarket,,,,,,-23.6833823,-46.651024
5001161626,node,Supermercado Golçalves Pires,supermarket,,,Avenida Yervant Kissajikian,,08:00-21:00,-23.6849236,-46.646754
5001163353,node,Gepires Supermercado,supermarket,,,,,,-23.6740959,-46.6644753
5001163840,node,Ricoy,supermarket,,,,,,-23.6747616,-46.6620828
5001165881,node,Dia,supermarket,,Dia,,,,-23.6849089,-46.6489775
5001257158,node,Extra,supermarket,,Extra,Avenida Cupecê,,,-23.6704598,-46.6480315
5015213921,node,Carrefour Express,convenience,,Carrefour Express,Rua Líbero Badaró,,,-23.5483741,-46.6372206
5018750676,node,Dia,supermarket,,Dia,Rua Marcial,,,-23.5509014,-46.5949547
5022211024,node,ampm,convenience,,ampm,,,,-23.5649226,-46.6705545
